Product Name,Brand,Category,Company,Purchase Price,Cost Price,Retail Price,Wholesale Price,Dealer Price,Boxes per Carton,Stock Quantity,Min Stock Level,SKU,Barcode,Description
MAJIC STICKS,,Wafers,Kims,2770,,,,"2,770",,,,,,
PIKNIK STRAWBERRY WAFER (RS 5/-),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIT BIT CHOCOLATE VANILLA RS. 5/- (30-PACKS),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK BANANA RS 10/- BOX 15 (PIECES),,Wafers,Kims,2410,,,,"2,410",,,,,,
TIK TOK COCUNUT WAFERS BOX RS 10/- (15 PIECES),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK CHOCOLATE WAFER RS. 20/- (12 PIECES),,Wafers,Kims,3248,,,,"3,248",,,,,,
SIP CHOCOLATE (LIQUID CREAM) BOX RS. 10/-,,Chocolate,Kims,2188,,,,"2,188",,,,,,
SIP CHOCOLATE (LIQUID CREAM) JAR RS. 10/-,,Chocolate,Kims,3526,,,,"3,526",,,,,,
CHOKOZO CHOCOLATE (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
CHOKOZO CHOCOLATE JAR (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
MIX NIMKO RS. 50/-,,Nimko,Kims,2770,,,,"2,770",,,,,,
SHAKKAAR NIMKO (900 GM),,Nimko,Kims,5600,,,,"5,600",,,,,,
MUGHAL-E-AZAM NIMKO RS. 30/-,,Nimko,Kims,550,,,,550,,,,,,
ROYAL PREMIUM NIMKO MIX RS. 20/- (12 PIECES),,Nimko,Kims,2230,,,,"2,230",,,,,,
CHATHKHARA NIMKO (DAL MOTH) RS.5/- box (30 PIECES),,Nimko,Kims,2134,,,,"2,134",,,,,,
KHOYA BADAMI RS. 5/- (30 PIECES),,Toffee,Kims,3010,,,,"3,010",,,,,,
CHAMPION DELICIOUS MILK CHOCOLATE JAR RS.5,,Chocolate,Kims,2890,,,,"2,890",,,,,,
NUTTY RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
KRAZZY COCONUT RS.10/-,,Chocolate,Kims,3776,,,,"3,776",,,,,,
NUTTYS RS.10/-,,Chocolate,Kims,3776,,,,"3,776",,,,,,
KRAZZY COCONUT RS.20/- (12 PIECES),,Chocolate,Kims,2890,,,,"2,890",,,,,,
CHOCO MILK CREAMY CHOCOLATE RS. 20/-,,Chocolate,Kims,3430,,,,"3,430",,,,,,
CHOCO MILK CREAMY CHOCOLATE RS. 10/-,,Chocolate,Kims,2358,,,,"2,358",,,,,,
CHOCO MILK CREAMY CHOCOLATE RS. 5/-,,Chocolate,Kims,2170,,,,"2,170",,,,,,
NUT KHUT CHOCOLATE RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
KRAZZY NARIL RS.5/-,,Chocolate,Kims,2170,,,,"2,170",,,,,,
CHOCO CRISP RS.10/- (24 PIECES),,Wafers,Kims,3500,,,,"3,500",,,,,,
SWEETY SOFT CAKE STRAWBERRY & VANILLA RS. 10,,CAKE RANGE,Kims,2047,,,,"2,047",,,,,,
BANANA SHAKE CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
KIMS CAKE (SWISS ROLL) STRAWBERRY RS.10/- (15 PIECES),,CAKE RANGE,Kims,2260,,,,"2,260",,,,,,
FIX (VANILLA) RS.10/-,,CAKE RANGE,Kims,2893,,,,"2,893",,,,,,
DONUT STRAWBERRY (RS.10/-),,CAKE RANGE,Kims,2296,,,,"2,296",,,,,,
DONUT CAKE EGG & MILK (TRAY PACK) RS. 20/-,,CAKE RANGE,Kims,2226,,,,"2,226",,,,,,
SWISS ROLL RS. 20/- (DOUBLE SHOT CHOCOLATE & VANILA),,CAKE RANGE,Kims,1612,,,,"1,612",,,,,,
FIX RS. 20/- (DOUBLE CHOCOLATE-VANILLA CREAM CAKE),,CAKE RANGE,Kims,2160,,,,"2,160",,,,,,
CAKE DELIGHT CHOCOLATE RS. 20/-,,CAKE RANGE,Kims,3429,,,,"3,429",,,,,,
BIG SIX BUBBLE GUM BOX RS. 5/- (50 PIECES),,Bubble,Kims,2243,,,,"2,243",,,,,,
BIG SIX BUBBLE GUM (JAR) RS. 5/-,,Bubble,Kims,2209,,,,"2,209",,,,,,
BUMPER BUBBLE (MANGO) RS.2/-,,Bubble,Kims,2890,,,,"2,890",,,,,,
CHIK NIK (CHOCOLATE BEANS) RS.5/- (40 PIECES),,Beans,Kims,3034,,,,"3,034",,,,,,
BYONIC EYE LOLLY POP ORANGE LIME RS. 5/-,,Lollypop,Kims,2398,,,,"2,398",,,,,,
PANDA POP (STRAWBERRY & VANILLA) LOLLY POP RS. 5/-,,Lollypop,Kims,2224,,,,"2,224",,,,,,
PANDA (BUTTER POWER) LOLLY POP BOX RS. 5/- (30 PIECES),,Lollypop,Kims,2224,,,,"2,224",,,,,,
LIPPOP (BUBBLE CENTER FILLED) LOLLY POP RS. 5/-,,Lollypop,Kims,2110,,,,"2,110",,,,,,
PANDA POP (STRAWBERRY & VANILLA) LOLLY POP JAR RS. 5/-,,Lollypop,Kims,2890,,,,"2,890",,,,,,
PANDA (BUTTER POWER) LOLLY POP JAR RS. 5/-,,Lollypop,Kims,2890,,,,"2,890",,,,,,
PINK PONK CHOCOLATE & VANILLA CUP RS.5,,,Kims,3130,,,,"3,130",,,,,,
SOUR FLASH ORANGE N LIME CHEW RS. 5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
ZOOLO (BLUEBERRY) RS.5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
YUM CHEW (STRAWBERRY MILK) RS.5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
BUSTER SOUR CHEW STRAWBERRY & LIME RS. 20/- (20 PIECES),,Chew range,Kims,4770,,,,"4,770",,,,,,
DOUBLE CREAM BISCUITS (STRAWBERRY & VANILLA) RS. 50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
CHOCO DIP COOKIES RS. 50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
PEANUT BISCUIT RS. 50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
TEA TIME COOKIES RS. 40/-,,Biscuit,Kims,3120,,,,"3,120",,,,,,
MOONG PHALI MP RS. 40/-,,,Kims,3120,,,,"3,120",,,,,,
SUPERB (MILK & CHOCOLATE) RS. 40/-,,,Kims,3120,,,,"3,120",,,,,,
BANANA CRUNCH MP RS. 30/-,,MIDI PACK ( RS.30/- ),Kims,2602,,,,"2,602",,,,,,
SOPREME EGG & MILK COOKIES RS.20/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
RIGHT M/P (RS.20/-),,MIDI PACK ( RS.20/- ),Kims,1666,,,,"1,666",,,,,,
COOKIES LOVE MP (RS.20/-),,Biscuit,Kims,1666,,,,"1,666",,,,,,
SUPERB MP (RS.10/-),,MIDI PACK ( RS.10/- ),Kims,2296,,,,"2,296",,,,,,
CHEFF BISCUITS RS. 10/- (16 PIECES),,Biscuit,Kims,2296,,,,"2,296",,,,,,
CHOCO TWIST (CHOCOLATE FILLED COOKIES) M/P RS. 10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
GLUCOSE MAGIC MP RS. 10/-,,MIDI PACK ( RS.10/- ),Kims,2296,,,,"2,296",,,,,,
CHOCO DIP COOKIES MP (RS.10/-),,Biscuit,Kims,2296,,,,"2,296",,,,,,
NARIAL COOKIES MP (RS.10/-),,Biscuit,Kims,2296,,,,"2,296",,,,,,
SUPERB (MILK & CHOCOLATE) RS.10/- (16 PIECES),,MIDI PACK ( RS.10/- ),Kims,2332,,,,"2,332",,,,,,
MILKY WAY M/P (RS.10/-),,MIDI PACK ( RS.10/- ),Kims,2296,,,,"2,296",,,,,,
MOONG PHALI MP RS. 10/-,,MIDI PACK ( RS.10/- ),Kims,2296,,,,"2,296",,,,,,
PEANUT PISTA MP (RS.10/-),,MIDI PACK ( RS.10/- ),Kims,2296,,,,"2,296",,,,,,
SWEET COOKIES (EGG & MILK) RS. 10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
CUSTARD CREAM Snack Pack (RS.5/-),,TIKKI PACKS / SNACK PACKS ( RS.5/- ),Kims,2260,,,,"2,260",,,,,,
MILKY WAY Snack Pack (RS.5/-),,TIKKI PACKS / SNACK PACKS ( RS.5/- ),Kims,1738,,,,"1,738",,,,,,
RIGHT T/P RS. 5/-,,TIKKI PACKS / SNACK PACKS ( RS.5/- ),Kims,2260,,,,"2,260",,,,,,
TEA TIME T/P RS.5/-,,Biscuit,Kims,1792,,,,"1,792",,,,,,
DANISH BUTTER COOKIES Snack Pack (RS.5/-),,Biscuit,Kims,1792,,,,"1,792",,,,,,
BADAMI MEVA CANDY RS. 5/- (30 PIECES),,candy,Kims,2890,,,,"2,890",,,,,,
JOY LIP CANDY (CHOCOLATE & VANILLA) RS. 5/-,,candy,Kims,1900,,,,"1,900",,,,,,
BUTTER SCOTCH CANDY RS. 5/- (30 PIECES),,candy,Kims,1900,,,,"1,900",,,,,,
JOY LIP CANDY (CHOCOLATE & VANILLA) JAR RS. 5/-,,candy,Kims,2110,,,,"2,110",,,,,,
KULFA CANDY RS. 5/- JAR (50 PIECES),,candy,Kims,2110,,,,"2,110",,,,,,
ECLAIR TOFFO BOX (RS.1/-),,Toffee,Kims,2260,,,,"2,260",,,,,,
MASALA CANDY JAR (RS.2/-) 150 PIECES,,candy,Kims,1180,,,,"1,180",,,,,,
BUTTER SCOTCH CANDY BOX RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
MEETHI RUS CANDY BOX RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
FRUITO CANDY RS. 2/-,,candy,Kims,1898,,,,"1,898",,,,,,
ÉCLAIR GOLD TOFFEE (RS. 2/-),,Toffee,Kims,3200,,,,"3,200",,,,,,
AMROOD BOX ( RS.1/- ),,candy,Kims,2986,,,,"2,986",,,,,,
FANTO BOX ( RS.1/- ),,candy,Kims,2986,,,,"2,986",,,,,,
KHOPRA BOX ( RS.1/- ),,candy,Kims,2986,,,,"2,986",,,,,,
DOUBLE SHOT (WAFER CREAM ROLLIES) RS.10/-,,Wafers,Kims,2098,,,,"2,098",,,,,,
PIKNIK BANANA WAFER (RS 5/-),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK PEACH WAFERS BOX RS 10/- (15 PIECES),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK COCUNUT WAFERS HANGER RS 10/- (15 PIECES),,Wafers,Kims,2410,,,,"2,410",,,,,,
CHOCO BITE CONE RS.10,,Wafers,Kims,3340,,,,"3,340",,,,,,
KRUNCHY WAFFER (VANILLA) RS.30/-,,Wafers,Kims,2436,,,,"2,436",,,,,,
SIP CONDENSED MILK (LIQUID CREAM) BOX RS. 10/-,,Wafers,Kims,2188,,,,"2,188",,,,,,
SIP CONDENSED MILK (LIQUID CREAM) JAR RS. 10/-,,Wafers,Kims,3526,,,,"3,526",,,,,,
CHOKOZO MILK MAZA (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
CHOKOZO MILK MAZA JAR (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
CHATPATA (RS. 10/-) 15 PIECES,,Nimko,Kims,2134,,,,"2,134",,,,,,
CHATKHARA NIMKO (DAL MURGH) RS.5/- BOX (30 PIECES),,Nimko,Kims,2134,,,,"2,134",,,,,,
CHATKHARA NIMKO (MIX NIMKO) RS.5/- BOX (30 PIECES),,Nimko,Kims,2134,,,,"2,134",,,,,,
KRAZZY COCONUT RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
NUTTY RS.20/- (12 PIECES),,Chocolate,Kims,2890,,,,"2,890",,,,,,
CHOCO MILK CREAMY CHOCOLATE RS. 50/-,,Chocolate,Kims,5330,,,,"5,330",,,,,,
NUT KHUT CHOCOLATE (RS.10),,Chocolate,Kims,2250,,,,"2,250",,,,,,
BOOMY RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
CHOCO DREAM RS. 5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
KRAZZY NUT RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
CHOCO BISC RS.10/- (24 PIECES),,Wafers,Kims,3415,,,,"3,415",,,,,,
KRISPO WAFERS CHOCOLATE RS. 20/-,,Wafers,Kims,2340,,,,"2,340",,,,,,
SWEETY SOFT CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
TWINKLE CAKE (CHOCOLATE & VANILA) RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
SHAKE PINEAPPLE CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
STRAWBERRY VANILA (SWISS ROLL) CAKE RS.10/- (15 PIECES),,CAKE RANGE,Kims,2260,,,,"2,260",,,,,,
SWISS ROLL (BANANA) RS.10/- (15 PIECES),,CAKE RANGE,Kims,2260,,,,"2,260",,,,,,
FIX (STRAWBERRY) RS.10/-,,CAKE RANGE,Kims,2893,,,,"2,893",,,,,,
MUFFINNS (CHOCOLATE) RS.10/-,,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
KUP CAKE (STRAWBERRY) RS.10/-,,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
DONUT NARIAL (RS.10/-),,Donuts,Kims,2296,,,,"2,296",,,,,,
SUPERB SOFT CAKE (EGG & MILK) RS. 20/- (12 PIECES),,CAKE RANGE,Kims,3429,,,,"3,429",,,,,,
BUBBLO DOUBLE TWIST BUBBLE RS. 5/-,,Bubble,Kims,1890,,,,"1,890",,,,,,
BUBBLO DOUBLE TWIST BUBBLE (JAR) RS. 5/-,,Bubble,Kims,2100,,,,"2,100",,,,,,
SABAZ ELAICHI CENTER FILLED GUM (RS.2.5),,Bubble,Kims,2334,,,,"2,334",,,,,,
BUMPER BUBBLE (AMROOD) RS.2/-,,Bubble,Kims,2890,,,,"2,890",,,,,,
FOXI (CHOCOLATE BEANS) RS.5/- (40 PIECES),,Beans,Kims,3034,,,,"3,034",,,,,,
SMART PHONE (CHOCOLATE BEANS) RS.5/-,,Beans,Kims,3034,,,,"3,034",,,,,,
MAGIC LOLLY POP RS.5/-,,Lollypop,Kims,2224,,,,"2,224",,,,,,
SANDWICH LOLLY POP STRAWBERRY VANILLA RS. 5/-,,Lollypop,Kims,2398,,,,"2,398",,,,,,
PANDA POP (CHOCOLATE & VANILLA) LOLLY POP RS. 5/-,,Lollypop,Kims,2224,,,,"2,224",,,,,,
PANDA POP (CHOCOLATE & VANILLA) LOLLY POP JAR RS. 5/-,,Lollypop,Kims,2890,,,,"2,890",,,,,,
PINKY PONK STRAWBERRY & VANILLA CUP RS.5,,,Kims,3130,,,,"3,130",,,,,,
CHOCO BOOM RS.5,,,Kims,2890,,,,"2,890",,,,,,
MILK BADAMI (MILKY CHEW) RS. 5/-,,Toffee,Kims,2074,,,,"2,074",,,,,,
ZOOLO (STRAWBERRY) RS.5/-,,Toffee,Kims,2074,,,,"2,074",,,,,,
YUM CHEW (CHOCOLATE MILK) RS.5/-,,Toffee,Kims,2074,,,,"2,074",,,,,,
GLOBY BISCUITS EGG & MILK RS.50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
SUPERB COOKIES (ELACHI) RS.50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
TEA TIME COOKIES RS.50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
DANISH BUTTER COOKIES MP RS.50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
SUPERB BISCUIT RS.50/-,,Biscuit,Kims,1834,,,,"1,834",,,,,,
SOPREME FP RS.50/-,,,Kims,3850,,,,"3,850",,,,,,
SUPERB COOKIES (ELACHI) RS.40,,Biscuit,Kims,3120,,,,"3,120",,,,,,
LEMON CRUNCH MP RS.40/-,,,Kims,3120,,,,"3,120",,,,,,
CHOCOCOLATE CRUNCH MP RS.30/-,,,Kims,2602,,,,"2,602",,,,,,
BISKUT (EGG & MILK COOKIES) RS.20/-,,Biscuit,Kims,2782,,,,"2,782",,,,,,
GLUCOSE MAGIC MP RS.20/-,,,Kims,2296,,,,"2,296",,,,,,
SUPERB (MILK & CHOCOLATE) RS.20/-(8 PIECES),,,Kims,2332,,,,"2,332",,,,,,
ENJOY PEANUT (RS.20/-),,,Kims,1666,,,,"1,666",,,,,,
CHOCOLATE SANDWICH MP RS.10/-,,,Kims,2296,,,,"2,296",,,,,,
CUSTARD CREAM MP RS.10/-,,,Kims,2296,,,,"2,296",,,,,,
STRAWBERRY FUN MP RS.10/-,,,Kims,2296,,,,"2,296",,,,,,
LEMON SANDWICH MP RS.10/-,,,Kims,2296,,,,"2,296",,,,,,
BUTTER COOKIES MP RS.10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
COCONUT COOKIES MP RS.10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
TEA TIME MP RS.10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
BISKUT ( EGG & MILK COOKIES ) RS.10/-,,Biscuit,Kims,2296,,,,"2,296",,,,,,
RIGHT T/P (RS.5/-),,,Kims,1738,,,,"1,738",,,,,,
CHOCOLATE SANDWICH Snack Pack (RS.5/-),,,Kims,2260,,,,"2,260",,,,,,
STRAWBERRY FUN Snack Pack (RS.5/-),,,Kims,2260,,,,"2,260",,,,,,
COCO-NUT COOKIES RS 5,,Biscuit,Kims,1738,,,,"1,738",,,,,,
DUO CHOCOLATE VANILLA SANDWICH (RS.5/-),,,Kims,2260,,,,"2,260",,,,,,
YUMTUM (STRAWBERRY & VANILLA) (RS.5/-),,,Kims,2260,,,,"2,260",,,,,,
SMILISH Snack Pack (RS.5/-),,,Kims,2260,,,,"2,260",,,,,,
BISKUT ( EGG & MILK COOKIES ) RS.5/-,,Biscuit,Kims,2260,,,,"2,260",,,,,,
HI PUNCH (CHOCOLATE FILLED BISCUITS) RS.10/-,,Biscuit,Kims,2224,,,,"2,224",,,,,,
FUN FRUIT JELLY JAR RS.10,,Jelly,Kims,2890,,,,"2,890",,,,,,
KHOPRA MAZA CANDY RS.5/- (30 PIECES),,candy,Kims,1900,,,,"1,900",,,,,,
FANTO MAZA CANDY RS.5/- (30 PIECES),,candy,Kims,1900,,,,"1,900",,,,,,
JOY LIP CANDY (AMROOD) RS.5/-,,candy,Kims,1900,,,,"1,900",,,,,,
COFFEE BLEND CANDY RS.5/- (30 PIECES),,candy,Kims,1900,,,,"1,900",,,,,,
JOY LIP CANDY (AMROOD) JAR RS.5/-,,candy,Kims,2110,,,,"2,110",,,,,,
BUTTER SCOTCH CANDY RS.5/- JAR (50 PIECES),,candy,Kims,2110,,,,"2,110",,,,,,
SONA HALWA TOFFEE (RS.2/-),,Toffee,Kims,2670,,,,"2,670",,,,,,
MILK TOFFO BOX (RS.1/-),,Toffee,Kims,2260,,,,"2,260",,,,,,
PRIME TOFFO CHOCOLATE BOX (RS.1/-),,Toffee,Kims,2260,,,,"2,260",,,,,,
MILK-CANE MILK CREAM CANDY BOX RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
MANGO MAZA CANDY BOX RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
PINKY STRAWBERRY CREAM CANDY BOX RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
AMROOD MAZA CANDY RS.2/-,,candy,Kims,2554,,,,"2,554",,,,,,
FANTO CANDY JAR RS. 2/-,,candy,Kims,2482,,,,"2,482",,,,,,
BUTTER SCOTCH CANDY POUCH RS.1/- (70 PIECES),,candy,Kims,1910,,,,"1,910",,,,,,
FRUITO CANDY (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
FANTO ORANGE CANDY BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
MILKY SOFT CANDY BOX (RS.1/-),,candy,Kims,2170,,,,"2,170",,,,,,
SPLASHER (MANGO) CANDY BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
SUPER KHOPRA CANDY BOX (RS.1/-),,candy,Kims,2986,,,,"2,986",,,,,,
HOKIT CANDY BOX (RS.1/-),,candy,Kims,2170,,,,"2,170",,,,,,
DARBARI MEVA (MIX DRY FRUITS) RS. 5/-,,MIX DRY FRUITS,Kims,1990,,,,"1,990",,,,,,
PIKNIK ORANGE WAFER RS.5/-,,Wafers,Kims,2170,,,,"2,170",,,,,,
TIT BIT STRAWBERRY VANILLA RS.5/- (30-PACKS),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK ORANGE WAFERS BOX RS 10/- (15 PIECES),,Wafers,Kims,2170,,,,"2,170",,,,,,
TIK TOK ORANGE WAFERS HANGER RS 10/- (15 PIECES),,Wafers,Kims,2410,,,,"2,410",,,,,,
TIK TOK STRAWBERRY WAFER RS.20/- (12 PIECES),,Wafers,Kims,3248,,,,"3,248",,,,,,
KRUNCHY WAFFER (STRAWBERRY) RS.30/-,,Wafers,Kims,2436,,,,"2,436",,,,,,
SIP STRAWBERRY (LIQUID CREAM) BOX RS. 10/-,,Chocolate,Kims,2188,,,,"2,188",,,,,,
SIP STRAWBERRY (LIQUID CREAM) JAR RS. 10/-,,Chocolate,Kims,3526,,,,"3,526",,,,,,
CHOKOZO STRAWBERRY (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
CHOKOZO STRAWBERRY JAR (RS.5/-),,Chocolate,Kims,2770,,,,"2,770",,,,,,
LAZEEZ DAL MOTH RS.50/-,,Nimko,Kims,2770,,,,"2,770",,,,,,
SHINWARI MIX NIMKO RS.20/- (12 PIECES),,Nimko,Kims,2230,,,,"2,230",,,,,,
CHICKEN SPICY MIX NIMKO (RS.10) 15 PIECES,,Nimko,Kims,2134,,,,"2,134",,,,,,
ACHAR CHASKA (MIX NIMKO) RS.5/- box (30 PIECES),,Nimko,Kims,2134,,,,"2,134",,,,,,
CHICKEN MASALA NIMKO RS.5/- (30 PIECES),,Nimko,Kims,2134,,,,"2,134",,,,,,
FANATACY.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
P-NUT RS.5/- (30 PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
P-NUT RS.10/-,,Chocolate,Kims,1898,,,,"1,898",,,,,,
FANTACY RS.10/-,,Chocolate,Kims,1898,,,,"1,898",,,,,,
CHOCO DELIGHT CREAMY CHOCOLATE RS. 10/-,,Chocolate,Kims,2358,,,,"2,358",,,,,,
SECRETCHOCOLATE RS.5/- (30-PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
JAMMY CHOCOLATE RS.5/- (30-PIECES),,Chocolate,Kims,2170,,,,"2,170",,,,,,
JAMMY STRAWBERRY JAM RS.5/-,,Chocolate,Kims,2170,,,,"2,170",,,,,,
DOODLE CHOCOLATE RS.5,,Chocolate,Kims,2170,,,,"2,170",,,,,,
MILKY CHOCOLATE RS.5/-,,Chocolate,Kims,2170,,,,"2,170",,,,,,
HELLO CHOCOLATE COATED BISCUIT RS.5/-,,Biscuit,Kims,2250,,,,"2,250",,,,,,
SPARK RS.10 (24 PIECES),,Wafers,Kims,3500,,,,"3,500",,,,,,
TWINKLE CAKE (STRAWBERRY & VANILA) RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
STRAWBERRY JAM CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
TUTTI FRUITY CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
CHOCOLUV CAKE RS.5/- (30 PIECES),,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
KIMS CAKE ( SWISS ROLL ) CHOCOLATE RS.10/- (15 PIECES),,CAKE RANGE,Kims,2260,,,,"2,260",,,,,,
SWISS ROLL ( RED VELVET ) RS.10/- (15 PIECES),,CAKE RANGE,Kims,2260,,,,"2,260",,,,,,
FIX (CHOCOLATE) RS.10/-,,CAKE RANGE,Kims,2893,,,,"2,893",,,,,,
MUFFINNS (STRAWBERRY) RS.10/-,,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
KUP CAKE ( CHOCOLATE ) RS.10/-,,CAKE RANGE,Kims,2224,,,,"2,224",,,,,,
DONUT CHOCO CHIP ( RS.10/-),,Donuts,Kims,2296,,,,"2,296",,,,,,
DONUT CAKE EGG & MILK (TRAY PACK) RS. 20/-,,CAKE RANGE,Kims,2226,,,,"2,226",,,,,,
SWISS ROLL RS. 20/- (DOUBLE SHOT STRAWBERRY & VANILA),,CAKE RANGE,Kims,1612,,,,"1,612",,,,,,
FIX RS. 20/- (CHOCOLATE COATED STRAWBERRY CREAM CAKE),,CAKE RANGE,Kims,2160,,,,"2,160",,,,,,
SUPERB SOFT CAKE (CHOCOLATE & MILK) RS. 20/- (12 PIECES),,CAKE RANGE,Kims,3429,,,,"3,429",,,,,,
CAKE DELIGHT STRAWBERRY & VANILLA RS. 20/-,,CAKE RANGE,Kims,3429,,,,"3,429",,,,,,
DR. BUBBLE ( BOX ) RS 5/-,,Bubble,Kims,1954,,,,"1,954",,,,,,
DR. BUBBLE ( JAR ) RS 5/-,,Bubble,Kims,2191,,,,"2,191",,,,,,
BUMPER BUBBLE ( TUTI FRUITI) RS.2/-,,Bubble,Kims,2890,,,,"2,890",,,,,,
LET'S GO BUBBLE GUM RS.5/-,,Bubble,Kims,2146,,,,"2,146",,,,,,
BE MANGO BUBBLE GUM RS.5,,Bubble,Kims,2146,,,,"2,146",,,,,,
MINTY BUBBLE GUM RS.5,,Bubble,Kims,2146,,,,"2,146",,,,,,
BEANS MILK CHOCOLATE RS.20/-,,Beans,Kims,3240,,,,"3,240",,,,,,
SNACKY FOXI (CHOCOLATE BEANS) RS.5 (40 PIECES),,Beans,Kims,3034,,,,"3,034",,,,,,
BLOW IT LOLLY POP RS.5/-,,Lollypop,Kims,2224,,,,"2,224",,,,,,
CHOCO RING LOLLY POP CHOCOLATE VANILLA RS. 5/-,,Lollypop,Kims,2398,,,,"2,398",,,,,,
PANDA POP (ORANGE & LIME) LOLLY POP RS. 5/-,,Lollypop,Kims,2224,,,,"2,224",,,,,,
PANDA (MILK ENERGY) LOLLY POP BOX RS. 5/- (30 PIECES),,Lollypop,Kims,2224,,,,"2,224",,,,,,
PANDA POP (ORANGE & LIME) LOLLY POP JAR RS. 5/-,,Lollypop,Kims,2890,,,,"2,890",,,,,,
PANDA (MILK ENERGY) LOLLY POP JAR RS. 5/-,,Lollypop,Kims,2890,,,,"2,890",,,,,,
PINK PONK MANGO CUP RS.5,,,Kims,3130,,,,"3,130",,,,,,
SOUR DRAGON COLA CHEW RS. 5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
TONIK ( BLUEBERRY & STRAWBERRY ) RS.5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
TONIK ( LIME & LEMON ) RS.5/-,,Chew range,Kims,2074,,,,"2,074",,,,,,
BUSTER SOUR CHEW BLUEBERRY RS. 10/- (24 PIECES),,Chew range,Kims,2890,,,,"2,890",,,,,,
JUMBO BUBBLE GUM Rs:2/- 75-P,,Bubble,Bringo Foods,"3,960",,4320,4140,"3,960",36,5,,,,
WOW GIFT BUBBLE Rs:5/- 30-P,,Bubble,Bringo Foods,"2,760",,3000,2880,"2,760",24,0,,,,
EGG LUCK RS:10/- 30-P,,Egg,Bringo Foods,"5,760",,6120,6000,"5,760",24,0,,,,
CATO 5 BUBBLE GUM BOX Rs:5/-,,Bubble,Bringo Foods,"2,580",,2760,2760,"2,580",12,0,,,,
